;name;categories;address;cc;city;country;crossStreet;distance;formattedAddress;labeledLatLngs;lat;lng;neighborhood;postalCode;state;id
12627;Seven at Brixton;Tapas Restaurant;7 Market Row;GB;Brixton;United Kingdom;near Coldharbour Ln;1544;['7 Market Row (near Coldharbour Ln)', 'Brixton', 'Greater London', 'SW9 8LB', 'United Kingdom'];[{'label': 'display', 'lat': 51.46203893600984, 'lng': -0.11359096631962734}];5.146.203.893.600.980;-0.11359096631962734;;SW9 8LB;Greater London;4eb9029f6da1df9ffbfa28f4
12630;The Common Room;Breakfast Spot;37 Balham Hill;GB;Wandsworth;United Kingdom;;1254;['37 Balham Hill', 'Wandsworth', 'Greater London', 'SW12 9DX', 'United Kingdom'];[{'label': 'display', 'lat': 51.45205843656722, 'lng': -0.1477751057895401}];5.145.205.843.656.720;-0.1477751057895401;;SW12 9DX;Greater London;4c00eaa49a950f47374c08c6
12631;Mamma Dough;Pizza Place;354 Coldharbour Lane;GB;London;United Kingdom;;1854;['354 Coldharbour Lane', 'London', 'Greater London', 'SW9 8QH', 'United Kingdom'];[{'label': 'display', 'lat': 51.46267624890556, 'lng': -0.10921022677054577}];5.146.267.624.890.550;-0.10921022677054577;;SW9 8QH;Greater London;56043675498e96c19c4dde8d
12632;Gremio de Brixton;Tapas Restaurant;The Crypt, St. Matthew's Church;GB;Brixton;United Kingdom;;1366;"[""The Crypt, St. Matthew's Church"", 'Brixton', 'Greater London', ' SW2', 'United Kingdom']";[{'label': 'display', 'lat': 51.45985792818611, 'lng': -0.11603766032885382}];5.145.985.792.818.610;-0.11603766032885382;;SW2;Greater London;5154034f80557435e26dad07
12634;Costa Do Estoril;Portuguese Restaurant;117 Lavender Hill;GB;London;United Kingdom;;1519;['117 Lavender Hill', 'London', 'Greater London', 'SW11 5QL', 'United Kingdom'];[{'label': 'display', 'lat': 51.46550337699917, 'lng': -0.15606205499657294}];5.146.550.337.699.910;-0.15606205499657294;;SW11 5QL;Greater London;4befe08ac601a593bd0bc3d1
12635;Palace Spice;Indian Restaurant;Lavender Hill;GB;Wandsworth;United Kingdom;;1617;['Lavender Hill', 'Wandsworth', 'Greater London', 'SW11 5QJ', 'United Kingdom'];[{'label': 'display', 'lat': 51.46519939038356, 'lng': -0.15775284234937453}];5.146.519.939.038.350;-0.15775284234937453;;SW11 5QJ;Greater London;4cc8761abfe1f04d885f0875
12638;Soif Restaurant;French Restaurant;27 Battersea Rise;GB;London;United Kingdom;;1939;['27 Battersea Rise', 'London', 'Greater London', 'SW11 1HG', 'United Kingdom'];[{'label': 'display', 'lat': 51.460959906462776, 'lng': -0.16366366523888032}];51.460.959.906.462.700;-0.16366366523888032;;SW11 1HG;Greater London;4ec4d75b10812949d7444adf
12641;Cambio de Tercio;Tapas Restaurant;163 Old Brompton Rd;GB;London;United Kingdom;;301;['163 Old Brompton Rd', 'London', 'Greater London', 'SW5 0LJ', 'United Kingdom'];[{'label': 'display', 'lat': 51.490839741809936, 'lng': -0.18364407328417248}];51.490.839.741.809.900;-0.18364407328417248;;SW5 0LJ;Greater London;4ac518d5f964a520d0a720e3
12644;Franco Manca;Pizza Place;151 Earls Court Rd;GB;;United Kingdom;;546;['151 Earls Court Rd', 'SW5 9RQ', 'United Kingdom'];[{'label': 'display', 'lat': 51.49295348867533, 'lng': -0.19415943616689293}];5.149.295.348.867.530;-0.19415943616689293;;SW5 9RQ;;56156017498e1064ac9a5d02
12646;Addie's Thai Cafe;Thai Restaurant;121 Earl's Court Rd.;GB;London;United Kingdom;;629;"[""121 Earl's Court Rd."", 'London', 'Greater London', 'SW5 9RL', 'United Kingdom']";[{'label': 'display', 'lat': 51.49371877476162, 'lng': -0.19472971558570862}];5.149.371.877.476.160;-0.19472971558570862;;SW5 9RL;Greater London;4b1abec0f964a520d3f023e3
12647;Yashin Ocean House;Japanese Restaurant;117-119 Old Brompton Rd;GB;Queen's Gate;United Kingdom;;523;"['117-119 Old Brompton Rd', ""Queen's Gate"", 'Greater London', 'SW7 3RN', 'United Kingdom']";[{'label': 'display', 'lat': 51.4910923969839, 'lng': -0.18044732547726297}];514.910.923.969.839;-0.18044732547726297;;SW7 3RN;Greater London;5238a58511d223ad2a6ea03c
12648;Bombay Brasserie;Indian Restaurant;140 Courtfield Rd;GB;London;United Kingdom;near Cromwell Rd.;539;['140 Courtfield Rd (near Cromwell Rd.)', 'London', 'Greater London', 'SW7 4QH', 'United Kingdom'];[{'label': 'display', 'lat': 51.49381913690023, 'lng': -0.18292278643334087}];5.149.381.913.690.020;-0.18292278643334087;;SW7 4QH;Greater London;4ac518b9f964a520aea120e3
12649;Pizza@Home;Pizza Place;350 Old Brompton Rd;GB;London;United Kingdom;;597;['350 Old Brompton Rd', 'London', 'Greater London', 'SW5 9JU', 'United Kingdom'];[{'label': 'display', 'lat': 51.48758334196531, 'lng': -0.19547095834256709}];5.148.758.334.196.530;-0.19547095834256709;;SW5 9JU;Greater London;4bd6c4026798ef3b178a658d
12653;Goat;Italian Restaurant;333 Fulham Rd;GB;Chelsea;United Kingdom;;668;['333 Fulham Rd', 'Chelsea', 'Greater London', 'SW10 9QL', 'United Kingdom'];[{'label': 'display', 'lat': 51.48621956718701, 'lng': -0.1803856911551888}];5.148.621.956.718.700;-0.1803856911551888;;SW10 9QL;Greater London;521c8bd193cd469ce1168a90
12654;Macellaio;Italian Restaurant;84 Old Brompton Rd;GB;London;United Kingdom;;775;['84 Old Brompton Rd', 'Kensington and Chelsea', 'Greater London', 'SW7 3LQ', 'United Kingdom'];[{'label': 'display', 'lat': 51.49266314498247, 'lng': -0.1774370852902796}];5.149.266.314.498.240;-0.1774370852902796;;SW7 3LQ;Greater London;543439eb498ea79814a48ba2
12657;Dozo Sushi;Sushi Restaurant;68 Old Brompton Rd;GB;Kensington;United Kingdom;;825;['68 Old Brompton Rd', 'Kensington', 'Greater London', 'SW7 3LQ', 'United Kingdom'];[{'label': 'display', 'lat': 51.492850105308385, 'lng': -0.1767887397393727}];51.492.850.105.308.300;-0.1767887397393727;;SW7 3LQ;Greater London;4e1614ba18a8addae8d0379b
12659;go;Vietnamese Restaurant;Old Brompton Rd;GB;London;United Kingdom;;890;['Old Brompton Rd', 'London', 'Greater London', 'United Kingdom'];[{'label': 'display', 'lat': 51.49319121044624, 'lng': -0.17599327554412406}];5.149.319.121.044.620;-0.17599327554412406;;;Greater London;5858286cce66aa0db6bb9b5f
12669;Da Mario;Italian Restaurant;15 Gloucester Rd;GB;London;United Kingdom;;996;['15 Gloucester Rd', 'London', 'Greater London', 'SW7 4PP', 'United Kingdom'];[{'label': 'display', 'lat': 51.49861911619882, 'lng': -0.18363321151546347}];5.149.861.911.619.880;-0.18363321151546347;;SW7 4PP;Greater London;4ac518daf964a520d8a820e3
12671;Medlar Restaurant;Restaurant;438 Kings Rd;GB;Kensington;United Kingdom;;1050;['438 Kings Rd', 'Kensington', 'Greater London', 'SW10 0LJ', 'United Kingdom'];[{'label': 'display', 'lat': 51.48305746160648, 'lng': -0.17762455130064067}];5.148.305.746.160.640;-0.17762455130064067;;SW10 0LJ;Greater London;4d932d5e52ed224bfbbb16ac
12672;La Famiglia;Italian Restaurant;7 Langton St;GB;London;United Kingdom;Kings Rd;1012;['7 Langton St (Kings Rd)', 'London', 'Greater London', 'SW10 0JL', 'United Kingdom'];[{'label': 'display', 'lat': 51.48212253247598, 'lng': -0.1806619992259909}];5.148.212.253.247.590;-0.1806619992259909;;SW10 0JL;Greater London;4ac518d5f964a520d3a720e3
12678;Big Easy Bar.B.Q & Crabshack;American Restaurant;332 King's Rd;GB;Chelsea;United Kingdom;;1087;"[""332 King's Rd"", 'Chelsea', 'Greater London', 'SW3 5UR', 'United Kingdom']";[{'label': 'display', 'lat': 51.48533042645628, 'lng': -0.17407732929629638}];5.148.533.042.645.620;-0.17407732929629638;;SW3 5UR;Greater London;4ac518b9f964a520b5a120e3
12679;The Abingdon;Modern European Restaurant;54 Abingdon Road;GB;London;United Kingdom;;1021;['54 Abingdon Road', 'London', 'Greater London', 'W8 6AP', 'United Kingdom'];[{'label': 'display', 'lat': 51.49763326378446, 'lng': -0.19610980383019352}];5.149.763.326.378.440;-0.19610980383019352;;W8 6AP;Greater London;4b16ddf7f964a520aabe23e3
12682;Launceston Place;English Restaurant;1A Launceston Place;GB;London;United Kingdom;;1034;['1A Launceston Place', 'London', 'Greater London', 'W8 5RL', 'United Kingdom'];[{'label': 'display', 'lat': 51.499215023005604, 'lng': -0.18534019481393307}];51.499.215.023.005.600;-0.18534019481393307;;W8 5RL;Greater London;4ac518d6f964a5203ba820e3
12688;Montparnasse Cafe;French Restaurant;22 Thackeray St;GB;Kensington;United Kingdom;;1169;['22 Thackeray St', 'Kensington', 'Greater London', 'W8 5ET', 'United Kingdom'];[{'label': 'display', 'lat': 51.500528, 'lng': -0.189055}];51.500.528;-0.189055;;W8 5ET;Greater London;4baf60fff964a52080fb3be3
12696;Daquise;Polish Restaurant;20 Thurloe St;GB;Queen's Gate;United Kingdom;;1119;"['20 Thurloe St', ""Queen's Gate"", 'Greater London', 'SW7 2LT', 'United Kingdom']";[{'label': 'display', 'lat': 51.49471403458199, 'lng': -0.17349400987704336}];5.149.471.403.458.190;-0.17349400987704336;;SW7 2LT;Greater London;4ac518baf964a520f9a120e3
12697;Dishoom;Indian Restaurant;4 Derry St;GB;Kensington;United Kingdom;;1273;['4 Derry St', 'Kensington', 'Greater London', 'W8 5SE', 'United Kingdom'];[{'label': 'display', 'lat': 51.501301447858175, 'lng': -0.1911703486882197}];51.501.301.447.858.100;-0.1911703486882197;;W8 5SE;Greater London;5a08ab31dec1d60b246b1ad9
12698;Eat-Aroi cafe;Thai Restaurant;100 North End Road;GB;London;United Kingdom;;1270;['100 North End Road', 'London', 'W14 9EX', 'United Kingdom'];[{'label': 'display', 'lat': 51.4895125766171, 'lng': -0.20612478906113857}];514.895.125.766.171;-0.20612478906113857;;W14 9EX;;54f70623498ecf7b611e93c5
12699;222 Veggie Vegan;Vegetarian / Vegan Restaurant;222 North End Rd;GB;Hammersmith;United Kingdom;;1129;['222 North End Rd', 'Hammersmith', 'Greater London', 'W14 9NU', 'United Kingdom'];[{'label': 'display', 'lat': 51.486076146930365, 'lng': -0.20280159091036765}];51.486.076.146.930.300;-0.20280159091036765;;W14 9NU;Greater London;4bd2ccb39854d13aa352fc4d
12701;Jak's;Restaurant;533 King's Rd;GB;London;United Kingdom;;1091;"[""533 King's Rd"", 'London', 'Greater London', 'SW10 0TZ', 'United Kingdom']";[{'label': 'display', 'lat': 51.480376990467576, 'lng': -0.18522784744482323}];51.480.376.990.467.500;-0.18522784744482323;;SW10 0TZ;Greater London;5286831b11d2821390ce8b79
12705;The Ivy Chelsea Garden;Restaurant;195 -197 King's Road;GB;Chelsea;United Kingdom;;1318;"[""195 -197 King's Road"", 'Chelsea', 'Greater London', 'SW3 5EQ', 'United Kingdom']";[{'label': 'display', 'lat': 51.487110148890544, 'lng': -0.1693831158353589}];51.487.110.148.890.500;-0.1693831158353589;;SW3 5EQ;Greater London;55197d88498e3f4d85dc801c
12711;Tombo;Japanese Restaurant;29 Thurloe Pl;GB;Queen's Gate;United Kingdom;;1109;"['29 Thurloe Pl', ""Queen's Gate"", 'Greater London', 'SW7 2HQ', 'United Kingdom']";[{'label': 'display', 'lat': 51.494996658149226, 'lng': -0.17391484062547222}];51.494.996.658.149.200;-0.17391484062547222;;SW7 2HQ;Greater London;4b76d500f964a5209d622ee3
12715;Yashin Sushi;Sushi Restaurant;1A Argyll Rd;GB;London;United Kingdom;;1280;['1A Argyll Rd', 'London', 'Greater London', 'W8 7DB', 'United Kingdom'];[{'label': 'display', 'lat': 51.50050941488055, 'lng': -0.19550718699524555}];5.150.050.941.488.050;-0.19550718699524555;;W8 7DB;Greater London;4cd1cef21ac7a1cdc9342192
12716;Locanda Ottoemezzo;Italian Restaurant;2-4 Thackeray St.;GB;Kensington;United Kingdom;;1147;['2-4 Thackeray St.', 'Kensington', 'Greater London', 'W8 5ET', 'United Kingdom'];[{'label': 'display', 'lat': 51.50035385841355, 'lng': -0.18835876439912524}];5.150.035.385.841.350;-0.18835876439912524;;W8 5ET;Greater London;4b23b1b2f964a520245824e3
12719;Santa Maria;Pizza Place;92-94 Waterford Road;GB;London;United Kingdom;;1410;['92-94 Waterford Road', 'London', 'Greater London', 'SW6 2HA', 'United Kingdom'];[{'label': 'display', 'lat': 51.477502, 'lng': -0.19066}];51.477.502;-0.19066;Hammersmith and Fulham;SW6 2HA;Greater London;57018e60498e4dda7a072619
12723;Pháº­t PhÃºc Noodle Bar;Vietnamese Restaurant;151 Sydney St;GB;Chelsea;United Kingdom;;1328;['151 Sydney St', 'Chelsea', 'Greater London', 'SW3 6NT', 'United Kingdom'];[{'label': 'display', 'lat': 51.48761963217226, 'lng': -0.16904402182939238}];5.148.761.963.217.220;-0.16904402182939238;;SW3 6NT;Greater London;4b8678d8f964a5208f8b31e3
12724;Zaika of Kensington;Indian Restaurant;1 Kensington High St;GB;London;United Kingdom;;1370;['1 Kensington High St', 'London', 'Greater London', 'W8 5NP', 'United Kingdom'];[{'label': 'display', 'lat': 51.5023609845233, 'lng': -0.18745750886487136}];515.023.609.845.233;-0.18745750886487136;;W8 5NP;Greater London;54bd8243498ecd38da686040
12726;Aubaine;French Restaurant;260-262 Brompton Rd;GB;Queen's Gate;United Kingdom;;1392;"['260-262 Brompton Rd', ""Queen's Gate"", 'Greater London', 'SW3 2AS', 'United Kingdom']";[{'label': 'display', 'lat': 51.49409273022686, 'lng': -0.16880391509076875}];5.149.409.273.022.680;-0.16880391509076875;;SW3 2AS;Greater London;4ac518e3f964a520ccaa20e3
12737;Anthropologie;Women's Store;131-141 Kings Rd;GB;Kensington;United Kingdom;;1483;['131-141 Kings Rd', 'Kensington', 'Greater London', 'SW3 4PW', 'United Kingdom'];[{'label': 'display', 'lat': 51.48801219256875, 'lng': -0.1666530953311291}];5.148.801.219.256.870;-0.1666530953311291;;SW3 4PW;Greater London;4ba4eb0ff964a520e9c238e3
12738;Daphne's;Italian Restaurant;112 Draycott Avenue;GB;London;United Kingdom;;1437;['112 Draycott Avenue', 'London', 'Greater London', 'SW3 3AE', 'United Kingdom'];[{'label': 'display', 'lat': 51.49365198479078, 'lng': -0.167895812865592}];5.149.365.198.479.070;-0.167895812865592;;SW3 3AE;Greater London;4fba87dde4b09a2fd5254e57
12746;Nuntee Thai Cuisine;Thai Restaurant;616 Fulham Rd;GB;London;United Kingdom;;246;['616 Fulham Rd', 'London', 'Greater London', 'SW6 5RP', 'United Kingdom'];[{'label': 'display', 'lat': 51.4767946242089, 'lng': -0.20341968891406056}];514.767.946.242.089;-0.20341968891406056;;SW6 5RP;Greater London;4d6b9b3f92f6b60c3297a2e0
12749;Sukho Thai Cuisine;Thai Restaurant;855 Fulham Road;GB;Fulham;United Kingdom;Munster Rd;540;['855 Fulham Road (Munster Rd)', 'Fulham', 'Greater London', 'SW6 5 HJ', 'United Kingdom'];[{'label': 'display', 'lat': 51.47447099479184, 'lng': -0.20674637296090861}];5.147.447.099.479.180;-0.20674637296090861;;SW6 5 HJ;Greater London;4bdddc84e75c0f47e6e7c503
12751;Baileys Fish & Chips;Fish & Chips Shop;115 Dawes Rd.;GB;Fulham;United Kingdom;;501;['115 Dawes Rd.', 'Fulham', 'Greater London', 'SW6 7DU', 'United Kingdom'];[{'label': 'display', 'lat': 51.480452391665665, 'lng': -0.2039872762981498}];51.480.452.391.665.600;-0.2039872762981498;;SW6 7DU;Greater London;4ea43c259911214fd18f84c8
12752;Santa Maria;Pizza Place;92-94 Waterford Road;GB;London;United Kingdom;;643;['92-94 Waterford Road', 'London', 'Greater London', 'SW6 2HA', 'United Kingdom'];[{'label': 'display', 'lat': 51.477502, 'lng': -0.19066}];51.477.502;-0.19066;Hammersmith and Fulham;SW6 2HA;Greater London;57018e60498e4dda7a072619
12759;Pappa Ciccia;Pizza Place;105-107 Munster Rd;GB;Fulham;United Kingdom;;636;['105-107 Munster Rd', 'Fulham', 'Greater London', 'SW6 5RQ', 'United Kingdom'];[{'label': 'display', 'lat': 51.476081659070836, 'lng': -0.20898230998545764}];51.476.081.659.070.800;-0.20898230998545764;;SW6 5RQ;Greater London;4b52338ef964a520796f27e3
12770;Al Santo;Mediterranean Restaurant;23 Vanston Place;GB;London;United Kingdom;;508;['23 Vanston Place', 'London', 'Greater London', 'SW6 1AZ', 'United Kingdom'];[{'label': 'display', 'lat': 51.48115305904987, 'lng': -0.19790463540475514}];5.148.115.305.904.980;-0.19790463540475514;;SW6 1AZ;Greater London;4c06ba49b4aa0f4751906462
12771;Fishers Fish And Chips;Fish & Chips Shop;19 Fulham High St;GB;Hammersmith;United Kingdom;;1004;['19 Fulham High St', 'Hammersmith', 'Greater London', 'SW6 3JH', 'United Kingdom'];[{'label': 'display', 'lat': 51.47094911887034, 'lng': -0.21095850847239256}];5.147.094.911.887.030;-0.21095850847239256;Hammersmith and Fulham;SW6 3JH;Greater London;4be46bcb2468c92871c0fe42
12774;Sapori Sardi;Italian Restaurant;786 Fulham Road;GB;London;United Kingdom;;918;['786 Fulham Road', 'London', 'Greater London', 'SW6 5SL', 'United Kingdom'];[{'label': 'display', 'lat': 51.47193122691772, 'lng': -0.21061063881015152}];5.147.193.122.691.770;-0.21061063881015152;;SW6 5SL;Greater London;4dd8f47b8877f115100ea8aa
12782;222 Veggie Vegan;Vegetarian / Vegan Restaurant;222 North End Rd;GB;Hammersmith;United Kingdom;;1058;['222 North End Rd', 'Hammersmith', 'Greater London', 'W14 9NU', 'United Kingdom'];[{'label': 'display', 'lat': 51.486076146930365, 'lng': -0.20280159091036765}];51.486.076.146.930.300;-0.20280159091036765;;W14 9NU;Greater London;4bd2ccb39854d13aa352fc4d
12786;Boma;Mediterranean Restaurant;116 Wandsworth Bridge Rd.;GB;Fulham;United Kingdom;;698;['116 Wandsworth Bridge Rd.', 'Fulham', 'Greater London', 'SW6 2TF', 'United Kingdom'];[{'label': 'display', 'lat': 51.47302313630904, 'lng': -0.19176205604379298}];5.147.302.313.630.900;-0.19176205604379298;Hammersmith and Fulham;SW6 2TF;Greater London;4cf7f95255e1370481e0d5b6
12788;Jak's;Restaurant;533 King's Rd;GB;London;United Kingdom;;1091;"[""533 King's Rd"", 'London', 'Greater London', 'SW10 0TZ', 'United Kingdom']";[{'label': 'display', 'lat': 51.480376990467576, 'lng': -0.18522784744482323}];51.480.376.990.467.500;-0.18522784744482323;;SW10 0TZ;Greater London;5286831b11d2821390ce8b79
12790;Bellillo;Pizza Place;255 Munster Rd;GB;London;United Kingdom;;1030;['255 Munster Rd', 'London', 'Greater London', 'SW6 6BW', 'United Kingdom'];[{'label': 'display', 'lat': 51.48118069945817, 'lng': -0.21290651084081572}];5.148.118.069.945.810;-0.21290651084081572;;SW6 6BW;Greater London;5598452a498e31f93ed0ccde
12794;Pizza@Home;Pizza Place;350 Old Brompton Rd;GB;London;United Kingdom;;1243;['350 Old Brompton Rd', 'London', 'Greater London', 'SW5 9JU', 'United Kingdom'];[{'label': 'display', 'lat': 51.48758334196531, 'lng': -0.19547095834256709}];5.148.758.334.196.530;-0.19547095834256709;;SW5 9JU;Greater London;4bd6c4026798ef3b178a658d
12798;Lily Tandoori;Indian Restaurant;86c lillie road;GB;Greater London;United Kingdom;North end road;999;['86c lillie road (North end road)', 'Greater London', 'United Kingdom'];[{'label': 'display', 'lat': 51.48560769265131, 'lng': -0.2022381042670575}];5.148.560.769.265.130;-0.2022381042670575;;;Greater London;4caccc5644a8224b5da33640
12799;La Famiglia;Italian Restaurant;7 Langton St;GB;London;United Kingdom;Kings Rd;1459;['7 Langton St (Kings Rd)', 'London', 'Greater London', 'SW10 0JL', 'United Kingdom'];[{'label': 'display', 'lat': 51.48212253247598, 'lng': -0.1806619992259909}];5.148.212.253.247.590;-0.1806619992259909;;SW10 0JL;Greater London;4ac518d5f964a520d3a720e3
12800;Eat-Aroi cafe;Thai Restaurant;100 North End Road;GB;London;United Kingdom;;1485;['100 North End Road', 'London', 'W14 9EX', 'United Kingdom'];[{'label': 'display', 'lat': 51.4895125766171, 'lng': -0.20612478906113857}];514.895.125.766.171;-0.20612478906113857;;W14 9EX;;54f70623498ecf7b611e93c5
12808;Pure Indian Cooking;Indian Restaurant;67 Fulham High St;GB;London;United Kingdom;;1069;['67 Fulham High St', 'London', 'Greater London', 'SW6 3JJ', 'United Kingdom'];[{'label': 'display', 'lat': 51.469481035769526, 'lng': -0.20994808205495422}];51.469.481.035.769.500;-0.20994808205495422;;SW6 3JJ;Greater London;55ad13a3498e124b222ec010
12813;Medlar Restaurant;Restaurant;438 Kings Rd;GB;Kensington;United Kingdom;;1693;['438 Kings Rd', 'Kensington', 'Greater London', 'SW10 0LJ', 'United Kingdom'];[{'label': 'display', 'lat': 51.48305746160648, 'lng': -0.17762455130064067}];5.148.305.746.160.640;-0.17762455130064067;;SW10 0LJ;Greater London;4d932d5e52ed224bfbbb16ac
12819;Franco Manca;Pizza Place;Putney high street;GB;London;United Kingdom;;1625;['Putney high street', 'London', 'Greater London', 'SW15 1SQ', 'United Kingdom'];[{'label': 'display', 'lat': 51.465302377075, 'lng': -0.21442348067964842}];51.465.302.377.075;-0.21442348067964842;Wandsworth;SW15 1SQ;Greater London;58dfb86318384c2bede9f3db
12827;Rossopomodoro;Italian Restaurant;214 Fulham Rd;GB;London;United Kingdom;;1594;['214 Fulham Rd', 'London', 'Greater London', 'SW10 9NB', 'United Kingdom'];[{'label': 'display', 'lat': 51.48549258845928, 'lng': -0.1816404429076724}];5.148.549.258.845.920;-0.1816404429076724;;SW10 9NB;Greater London;4b23fa7ef964a520425e24e3
12829;The World's End Market;Restaurant;;GB;;United Kingdom;;1491;['United Kingdom'];[{'label': 'display', 'lat': 51.48203890834842, 'lng': -0.1800982034373098}];5.148.203.890.834.840;-0.1800982034373098;;;;5481b1c9498edde7061921b4
12833;Goat;Italian Restaurant;333 Fulham Rd;GB;Chelsea;United Kingdom;;1712;['333 Fulham Rd', 'Chelsea', 'Greater London', 'SW10 9QL', 'United Kingdom'];[{'label': 'display', 'lat': 51.48621956718701, 'lng': -0.1803856911551888}];5.148.621.956.718.700;-0.1803856911551888;;SW10 9QL;Greater London;521c8bd193cd469ce1168a90
12834;Poppy's;Thai Restaurant;;GB;London;United Kingdom;;1587;['London', 'Greater London', 'W6 8NX', 'United Kingdom'];[{'label': 'display', 'lat': 51.485104, 'lng': -0.218412}];51.485.104;-0.218412;;W6 8NX;Greater London;590b869f2ebb3413589de029
12835;Melanzana;Italian Restaurant;140 Westbridge Road;GB;London;United Kingdom;Battersea Church Rd.;1730;['140 Westbridge Road (Battersea Church Rd.)', 'London', 'Greater London', 'SW11 3PF', 'United Kingdom'];[{'label': 'display', 'lat': 51.47524972847451, 'lng': -0.17501319878863356}];5.147.524.972.847.450;-0.17501319878863356;;SW11 3PF;Greater London;4b8a5683f964a5201c6932e3
12836;Franco Manca;Pizza Place;151 Earls Court Rd;GB;;United Kingdom;;1846;['151 Earls Court Rd', 'SW5 9RQ', 'United Kingdom'];[{'label': 'display', 'lat': 51.49295348867533, 'lng': -0.19415943616689293}];5.149.295.348.867.530;-0.19415943616689293;;SW5 9RQ;;56156017498e1064ac9a5d02
12850;go;Vietnamese Restaurant;Old Brompton Rd;GB;London;United Kingdom;;342;['Old Brompton Rd', 'London', 'Greater London', 'United Kingdom'];[{'label': 'display', 'lat': 51.49319121044624, 'lng': -0.17599327554412406}];5.149.319.121.044.620;-0.17599327554412406;;;Greater London;5858286cce66aa0db6bb9b5f
12856;Dozo Sushi;Sushi Restaurant;68 Old Brompton Rd;GB;Kensington;United Kingdom;;396;['68 Old Brompton Rd', 'Kensington', 'Greater London', 'SW7 3LQ', 'United Kingdom'];[{'label': 'display', 'lat': 51.492850105308385, 'lng': -0.1767887397393727}];51.492.850.105.308.300;-0.1767887397393727;;SW7 3LQ;Greater London;4e1614ba18a8addae8d0379b
12857;Aubaine;French Restaurant;260-262 Brompton Rd;GB;Queen's Gate;United Kingdom;;461;"['260-262 Brompton Rd', ""Queen's Gate"", 'Greater London', 'SW3 2AS', 'United Kingdom']";[{'label': 'display', 'lat': 51.49409273022686, 'lng': -0.16880391509076875}];5.149.409.273.022.680;-0.16880391509076875;;SW3 2AS;Greater London;4ac518e3f964a520ccaa20e3
12858;Macellaio;Italian Restaurant;84 Old Brompton Rd;GB;London;United Kingdom;;434;['84 Old Brompton Rd', 'Kensington and Chelsea', 'Greater London', 'SW7 3LQ', 'United Kingdom'];[{'label': 'display', 'lat': 51.49266314498247, 'lng': -0.1774370852902796}];5.149.266.314.498.240;-0.1774370852902796;;SW7 3LQ;Greater London;543439eb498ea79814a48ba2
12863;Daphne's;Italian Restaurant;112 Draycott Avenue;GB;London;United Kingdom;;540;['112 Draycott Avenue', 'London', 'Greater London', 'SW3 3AE', 'United Kingdom'];[{'label': 'display', 'lat': 51.49365198479078, 'lng': -0.167895812865592}];5.149.365.198.479.070;-0.167895812865592;;SW3 3AE;Greater London;4fba87dde4b09a2fd5254e57
12865;Jak's;Restaurant;77 Walton St;GB;London;United Kingdom;;537;['77 Walton St', 'London', 'Greater London', 'SW3 2HT', 'United Kingdom'];[{'label': 'display', 'lat': 51.49431178815768, 'lng': -0.16742659056392084}];5.149.431.178.815.760;-0.16742659056392084;Kensington and Chelsea;SW3 2HT;Greater London;4b1a473ef964a52095e823e3
12866;Scalini;Italian Restaurant;1-3 Walton St;GB;London;United Kingdom;;671;['1-3 Walton St', 'London', 'Greater London', 'SW3 2JD', 'United Kingdom'];[{'label': 'display', 'lat': 51.49596606497627, 'lng': -0.16491196504928113}];5.149.596.606.497.620;-0.16491196504928113;;SW3 2JD;Greater London;4bcaf5f6fb84c9b63ff31d3e
12869;Gaucho;Argentinian Restaurant;89 Sloane Ave;GB;London;United Kingdom;;607;['89 Sloane Ave', 'London', 'Greater London', 'SW3 3DX', 'United Kingdom'];[{'label': 'display', 'lat': 51.4929544229233, 'lng': -0.16748749315433784}];514.929.544.229.233;-0.16748749315433784;;SW3 3DX;Greater London;4ac518dff964a520fba920e3
12870;Da Mario;Italian Restaurant;15 Gloucester Rd;GB;London;United Kingdom;;684;['15 Gloucester Rd', 'London', 'Greater London', 'SW7 4PP', 'United Kingdom'];[{'label': 'display', 'lat': 51.49861911619882, 'lng': -0.18363321151546347}];5.149.861.911.619.880;-0.18363321151546347;;SW7 4PP;Greater London;4ac518daf964a520d8a820e3
12873;Dinings Sw3;Japanese Restaurant;Lennox Gardens Mews;GB;London;United Kingdom;Walton St;715;['Lennox Gardens Mews (Walton St)', 'London', 'Greater London', 'SW3 2JH', 'United Kingdom'];[{'label': 'display', 'lat': 51.49610655751641, 'lng': -0.16428051764233234}];5.149.610.655.751.640;-0.16428051764233234;;SW3 2JH;Greater London;5943e79258002c27e6521758
12876;Harrods Pizzeria;Pizza Place;87-135 Brompton Rd;GB;Knightsbridge;United Kingdom;2nd Fl.;881;['87-135 Brompton Rd (2nd Fl.)', 'Knightsbridge', 'Greater London', 'SW1X 7XL', 'United Kingdom'];[{'label': 'display', 'lat': 51.498531300703554, 'lng': -0.16246676445007321}];51.498.531.300.703.500;-0.16246676445007321;;SW1X 7XL;Greater London;4b3bb4b3f964a520467925e3
12878;Cambio de Tercio;Tapas Restaurant;163 Old Brompton Rd;GB;London;United Kingdom;;860;['163 Old Brompton Rd', 'London', 'Greater London', 'SW5 0LJ', 'United Kingdom'];[{'label': 'display', 'lat': 51.490839741809936, 'lng': -0.18364407328417248}];51.490.839.741.809.900;-0.18364407328417248;;SW5 0LJ;Greater London;4ac518d5f964a520d0a720e3
