,Unnamed: 0,name,categories,address,cc,city,country,crossStreet,distance,formattedAddress,labeledLatLngs,lat,lng,neighborhood,postalCode,state,id,Checkin TipCount,venue price,venue price index,venue rating
354,354,Indian Essence,Indian Restaurant,176-178 Petts Wood Rd.,GB,Kent,United Kingdom,,2222,"['176-178 Petts Wood Rd.', 'Kent', 'BR5 1LG', 'United Kingdom']","[{'label': 'display', 'lat': 51.390319880128935, 'lng': 0.07540976471171684}]",51.390319880128935,0.07540976471171684,,BR5 1LG,Kent,50ba65bde4b080f30086163f,5.0,Moderate,2.0,7.8
357,357,Cyprianis Bar And Grill,Mediterranean Restaurant,17 Station Sq,GB,London,United Kingdom,,2314,"['17 Station Sq', 'Petts Wood', 'Greater London', 'BR5 1LY', 'United Kingdom']","[{'label': 'display', 'lat': 51.38949509270091, 'lng': 0.0753554076727259}]",51.38949509270091,0.0753554076727259,"Petts Wood and Knoll, London, Greater London",BR5 1LY,Greater London,5294e33111d216a90fbafb32,4.0,Moderate,2.0,7.5
359,359,Zizzi,Italian Restaurant,19 High St,GB,Chislehurst,United Kingdom,,830,"['19 High St', 'Chislehurst', 'Greater London', 'BR7 5AE', 'United Kingdom']","[{'label': 'display', 'lat': 51.4172109149841, 'lng': 0.06815478453539546}]",51.4172109149841,0.06815478453539546,,BR7 5AE,Greater London,4c0173af58dbc928ab62ee6b,2.0,Moderate,2.0,6.5
361,361,Thai Moom,Thai Restaurant,"131, Queensway Petts Wood",GB,Bromley,United Kingdom,,2263,"['131, Queensway Petts Wood', 'Bromley', 'Greater London', 'BR5 1DG', 'United Kingdom']","[{'label': 'display', 'lat': 51.38987176492203, 'lng': 0.0710905460661748}]",51.38987176492203,0.0710905460661748,,BR5 1DG,Greater London,4dd11fe0183899ddfb143af9,2.0,Moderate,2.0,7.0
363,363,Rising Sun,Sushi Restaurant,1 Rice Parade,GB,Orpington,United Kingdom,Fairway,2413,"['1 Rice Parade (Fairway)', 'Orpington', 'Greater London', 'BR5 1EQ', 'United Kingdom']","[{'label': 'display', 'lat': 51.388643578273786, 'lng': 0.07611572742462158}]",51.388643578273786,0.07611572742462157,Petts Wood,BR5 1EQ,Greater London,4d1cca39c68aa1cdebb0a5e2,4.0,Moderate,2.0,7.0
364,364,The Rib Shack Bar And Grill,American Restaurant,5 Station Sq,GB,London,United Kingdom,,2263,"['5 Station Sq', 'Petts Wood', 'Greater London', 'BR5 1LY', 'United Kingdom']","[{'label': 'display', 'lat': 51.389956191350485, 'lng': 0.07537949517415779}]",51.389956191350485,0.07537949517415779,,BR5 1LY,Greater London,51291469e4b0f4c984ef2e32,2.0,Moderate,2.0,6.9
366,366,Prezzo,Italian Restaurant,95-97 High St,GB,Chislehurst,United Kingdom,,1130,"['95-97 High St', 'Chislehurst', 'Greater London', 'BR7 5AG', 'United Kingdom']","[{'label': 'display', 'lat': 51.41946479794293, 'lng': 0.06557548230784398}]",51.419464797942936,0.06557548230784398,,BR7 5AG,Greater London,4dd941d4d22d38ef431473c2,4.0,Moderate,2.0,6.3
372,372,Uskudar Turkish Restaurant,Turkish Restaurant,61 Queensway,GB,London,United Kingdom,,2480,"['61 Queensway', 'Petts Wood', 'Greater London', 'BR5 1DQ', 'United Kingdom']","[{'label': 'display', 'lat': 51.38792841426172, 'lng': 0.07368967451720333}]",51.38792841426172,0.07368967451720332,,BR5 1DQ,Greater London,4d0536f037036dcbed5e15fb,4.0,Moderate,2.0,6.2
385,385,Brittania Fish & Chips,Fast Food Restaurant,,GB,,United Kingdom,,2386,['United Kingdom'],"[{'label': 'display', 'lat': 51.38875893803595, 'lng': 0.07281841634373949}]",51.388758938035956,0.07281841634373949,,,,4bb60ab12ea19521cc09ab2f,0.0,Cheap,1.0,
395,395,Bao Bao,Asian Restaurant,Unit 44-45 Boxpark,GB,Croydon,United Kingdom,99 George St,1351,"['Unit 44-45 Boxpark (99 George St)', 'Croydon', 'Greater London', 'CR0 1LD', 'United Kingdom']","[{'label': 'display', 'lat': 51.37498173152558, 'lng': -0.09357690811157227}]",51.37498173152557,-0.09357690811157228,,CR0 1LD,Greater London,5814d17d38fa18c20f2283d6,3.0,Moderate,2.0,7.7
397,397,Coqfighter Chicken & Beer,Korean Restaurant,Unit 19 Boxpark,GB,Croydon,United Kingdom,99 George St,1354,"['Unit 19 Boxpark (99 George St)', 'Croydon', 'Greater London', 'CR0 1LD', 'United Kingdom']","[{'label': 'display', 'lat': 51.37504365206947, 'lng': -0.0935912005731379}]",51.37504365206947,-0.0935912005731379,,CR0 1LD,Greater London,5814d46638fa8201ad9efd44,3.0,Moderate,2.0,7.6
398,398,Nando's,Portuguese Restaurant,26 High St,GB,Croydon,United Kingdom,Grants Entertainment Centre,1776,"['26 High St (Grants Entertainment Centre)', 'Croydon', 'Greater London', 'CR0 1GT', 'United Kingdom']","[{'label': 'display', 'lat': 51.37280263847501, 'lng': -0.10018278159571932}]",51.37280263847501,-0.10018278159571932,,CR0 1GT,Greater London,4b969831f964a5203ad734e3,16.0,Moderate,2.0,7.9
404,404,Karnavar Restaurant,Indian Restaurant,62 South End,GB,Croydon,United Kingdom,,1850,"['62 South End', 'Croydon', 'Greater London', 'CR0 1DP', 'United Kingdom']","[{'label': 'display', 'lat': 51.365488699667566, 'lng': -0.09897044841981988}]",51.365488699667566,-0.09897044841981988,,CR0 1DP,Greater London,53559c06498ee46285abfa27,7.0,Moderate,2.0,7.8
407,407,Galicia,Spanish Restaurant,269-275 High St,GB,Croydon,United Kingdom,,1763,"['269-275 High St', 'Croydon', 'Greater London', 'CR0 1QH', 'United Kingdom']","[{'label': 'display', 'lat': 51.36845757906705, 'lng': -0.09927934900298166}]",51.36845757906705,-0.09927934900298166,,CR0 1QH,Greater London,4bac018df964a5207fdd3ae3,8.0,Moderate,2.0,7.6
409,409,The Gold Coast Bar & Restaurant,African Restaurant,224 Portland Rd,GB,South Norwood,United Kingdom,,2250,"['224 Portland Rd', 'South Norwood', 'Greater London', 'SE25 4QB', 'United Kingdom']","[{'label': 'display', 'lat': 51.39177138157308, 'lng': -0.06633652235879549}]",51.39177138157308,-0.06633652235879549,,SE25 4QB,Greater London,4b5a41def964a52002b828e3,5.0,Moderate,2.0,8.0
412,412,Uncle Lim's Malaysian Kitchen,Malay Restaurant,Upper North Arcade,GB,Croydon,United Kingdom,Whitgift Centre,1824,"['Upper North Arcade (Whitgift Centre)', 'Croydon', 'Greater London', 'CR0 1LP', 'United Kingdom']","[{'label': 'display', 'lat': 51.37521540025681, 'lng': -0.10045385615353232}]",51.37521540025681,-0.10045385615353232,,CR0 1LP,Greater London,4afed94cf964a520de3022e3,11.0,Moderate,2.0,7.6
413,413,Aqua Bar & Grill,Mediterranean Restaurant,33-35 South End,GB,Croydon,United Kingdom,,1797,"['33-35 South End', 'Croydon', 'Greater London', 'CR0 1BE', 'United Kingdom']","[{'label': 'display', 'lat': 51.36672805229652, 'lng': -0.09894737644928685}]",51.36672805229652,-0.09894737644928683,,CR0 1BE,Greater London,4c7af47aa86837040564154d,4.0,Expensive,3.0,7.5
414,414,Little Bay,Eastern European Restaurant,32 Selsdon Rd,GB,Croydon,United Kingdom,,1863,"['32 Selsdon Rd', 'Croydon', 'Greater London', 'CR2 6PB', 'United Kingdom']","[{'label': 'display', 'lat': 51.36221284124898, 'lng': -0.09611178562925375}]",51.36221284124898,-0.09611178562925377,"South Croydon, London, Greater London",CR2 6PB,Greater London,4bec480e75b2c9b6bc43438d,17.0,Moderate,2.0,7.5
417,417,Thai Express UK,Thai Restaurant,Unit 32-33 Boxpark,GB,Croydon,United Kingdom,99 George St,1357,"['Unit 32-33 Boxpark (99 George St)', 'Croydon', 'Greater London', 'CR0 1LD', 'United Kingdom']","[{'label': 'display', 'lat': 51.37502918435571, 'lng': -0.0936379465804956}]",51.375029184355704,-0.0936379465804956,,CR0 1LD,Greater London,5814da7138fa4159e5484315,1.0,Moderate,2.0,7.3
419,419,Preto,Brazilian Restaurant,,GB,,United Kingdom,,1774,['United Kingdom'],"[{'label': 'display', 'lat': 51.3724719646455, 'lng': -0.10015847665116956}]",51.3724719646455,-0.10015847665116956,,,,50f70539e4b0e09a2c5be456,5.0,Moderate,2.0,7.4
423,423,Anabella's Kitchen,Mediterranean Restaurant,299 High Street,GB,Croydon,United Kingdom,,1768,"['299 High Street', 'Croydon', 'Greater London', 'CR0 1QL', 'United Kingdom']","[{'label': 'display', 'lat': 51.3679313659668, 'lng': -0.09913444519042969}]",51.3679313659668,-0.09913444519042967,,CR0 1QL,Greater London,54f22fb7498ee77ce4396ab6,7.0,Moderate,2.0,7.3
425,425,Hot Grill,Middle Eastern Restaurant,27 Whitehorse Rd,GB,Croydon,United Kingdom,,2094,"['27 Whitehorse Rd', 'Croydon', 'Greater London', 'CR0 2JH', 'United Kingdom']","[{'label': 'display', 'lat': 51.384037, 'lng': -0.098108}]",51.384037,-0.098108,,CR0 2JH,Greater London,52fe95f1498eec3c1461684d,4.0,Moderate,2.0,7.5
427,427,Sangri,Indian Restaurant,265 High Street,GB,Croydon,United Kingdom,,1762,"['265 High Street', 'Croydon', 'Greater London', 'CR0 1QH', 'United Kingdom']","[{'label': 'display', 'lat': 51.36852191929014, 'lng': -0.0992887201008723}]",51.36852191929014,-0.0992887201008723,,CR0 1QH,Greater London,4bed96173372c9285add1114,6.0,Cheap,1.0,7.1
429,429,Apatura,Mediterranean Restaurant,14 South End Rd. Croydon,GB,Surrey,United Kingdom,,1799,"['14 South End Rd. Croydon', 'Surrey', 'CR0 1DL', 'United Kingdom']","[{'label': 'display', 'lat': 51.36675953865051, 'lng': -0.098993}]",51.366759538650506,-0.098993,,CR0 1DL,Surrey,4ce837ca678aa0933d46e7ea,8.0,Moderate,2.0,7.1
435,435,Turtle Bay,Caribbean Restaurant,16 High St,GB,Croydon,United Kingdom,Unit 7 Grants Entertainment Centre,1795,"['16 High St (Unit 7 Grants Entertainment Centre)', 'Croydon', 'Greater London', 'CR0 1YA', 'United Kingdom']","[{'label': 'display', 'lat': 51.373101, 'lng': -0.100426}]",51.373101,-0.100426,,CR0 1YA,Greater London,5891da7cb3cdc86ccd51b8a8,2.0,Moderate,2.0,7.0
445,445,YO! Sushi,Sushi Restaurant,21 North End Rd.,GB,Croydon,United Kingdom,,2047,"['21 North End Rd.', 'Croydon', 'Greater London', 'CR0 1TY', 'United Kingdom']","[{'label': 'display', 'lat': 51.37584622466272, 'lng': -0.10352164300350906}]",51.375846224662716,-0.10352164300350906,,CR0 1TY,Greater London,4e0600d57d8b2a0180514105,2.0,Moderate,2.0,6.9
448,448,Coombe Lodge (Beefeater),Restaurant,104 Coombe Rd,GB,Croydon,United Kingdom,,1098,"['104 Coombe Rd', 'Croydon', 'Greater London', 'CR0 5RB', 'United Kingdom']","[{'label': 'display', 'lat': 51.36254688260847, 'lng': -0.07160027655361718}]",51.36254688260847,-0.07160027655361717,,CR0 5RB,Greater London,4c4d6d6614b7b713c5cb5878,11.0,Moderate,2.0,6.5
449,449,Spice'n'ice,Indian Restaurant,3-5 South Park Hill Rd,GB,Croydon,United Kingdom,South Park Hotel,1331,"['3-5 South Park Hill Rd (South Park Hotel)', 'Croydon', 'Greater London', 'CR2 7DY', 'United Kingdom']","[{'label': 'display', 'lat': 51.36527923218268, 'lng': -0.09021771906998817}]",51.36527923218269,-0.09021771906998816,,CR2 7DY,Greater London,4d6038a629ef236a1ea3a259,7.0,Moderate,2.0,6.6
461,461,Cadillac Diner,American Restaurant,147 Wickham Rd,GB,Shirley,United Kingdom,,1744,"['147 Wickham Rd', 'Shirley', 'Greater London', 'CR0 8TE', 'United Kingdom']","[{'label': 'display', 'lat': 51.37462161560038, 'lng': -0.04981960911867283}]",51.37462161560038,-0.04981960911867283,,CR0 8TE,Greater London,4efb565f0039deea01b38eff,4.0,Moderate,2.0,6.3
463,463,The Banana Leaf,Indian Restaurant,7 Lower Addiscombe Rd,GB,Croydon,United Kingdom,,1375,"['7 Lower Addiscombe Rd', 'Croydon', 'Greater London', 'CR0 6PQ', 'United Kingdom']","[{'label': 'display', 'lat': 51.380759, 'lng': -0.0889624}]",51.380759000000005,-0.0889624,,CR0 6PQ,Greater London,4bb508140ef1c9b601c8f412,7.0,Moderate,2.0,6.1
465,465,KFC,Fast Food Restaurant,253 Lower Addiscombe Rd,GB,Croydon,United Kingdom,,788,"['253 Lower Addiscombe Rd', 'Croydon', 'Greater London', 'CR 0 7', 'United Kingdom']","[{'label': 'display', 'lat': 51.37930789407969, 'lng': -0.07486581802368164}]",51.37930789407969,-0.07486581802368164,,CR 0 7,Greater London,4e0a1a7b2271dfa46bc162c4,0.0,Cheap,1.0,5.8
467,467,Bagatti's,Italian Restaurant,South End,GB,Croydon,United Kingdom,Aberdeen road,1851,"['South End (Aberdeen road)', 'Croydon', 'Greater London', 'CR0 1DP', 'United Kingdom']","[{'label': 'display', 'lat': 51.365568599044444, 'lng': -0.09904001646915009}]",51.36556859904446,-0.09904001646915007,,CR0 1DP,Greater London,4bc9991768f976b0028b5d83,8.0,Moderate,2.0,6.2
477,477,KFC,Fast Food Restaurant,95a South End,GB,Croydon,United Kingdom,,1907,"['95a South End', 'Croydon', 'Greater London', 'CR0 1BG', 'United Kingdom']","[{'label': 'display', 'lat': 51.36424362659454, 'lng': -0.098906}]",51.36424362659454,-0.098906,,CR0 1BG,Greater London,4bc866250050b7130641ba3b,0.0,Cheap,1.0,5.8
482,482,Fish & Grill,Seafood Restaurant,48-50 South End,GB,Croydon,United Kingdom,,1847,"['48-50 South End', 'Croydon', 'Greater London', 'CR0 1DP', 'United Kingdom']","[{'label': 'display', 'lat': 51.36572927757591, 'lng': -0.09909442925433493}]",51.3657292775759,-0.09909442925433493,,CR0 1DP,Greater London,4bf437d5cad2c92831aa9b99,11.0,Cheap,1.0,5.6
484,484,Zizzi,Italian Restaurant,57-59 South End,GB,Croydon,United Kingdom,,1840,"['57-59 South End', 'Croydon', 'Greater London', 'CR0 1BF', 'United Kingdom']","[{'label': 'display', 'lat': 51.36570135242092, 'lng': -0.0989580104640575}]",51.36570135242092,-0.0989580104640575,,CR0 1BF,Greater London,4c30fe96452620a1a0f81f0f,7.0,Moderate,2.0,5.6
491,491,Little Bay,Eastern European Restaurant,32 Selsdon Rd,GB,Croydon,United Kingdom,,1781,"['32 Selsdon Rd', 'Croydon', 'Greater London', 'CR2 6PB', 'United Kingdom']","[{'label': 'display', 'lat': 51.36221284124898, 'lng': -0.09611178562925375}]",51.36221284124898,-0.09611178562925377,"South Croydon, London, Greater London",CR2 6PB,Greater London,4bec480e75b2c9b6bc43438d,17.0,Moderate,2.0,7.5
492,492,Karnavar Restaurant,Indian Restaurant,62 South End,GB,Croydon,United Kingdom,,2190,"['62 South End', 'Croydon', 'Greater London', 'CR0 1DP', 'United Kingdom']","[{'label': 'display', 'lat': 51.365488699667566, 'lng': -0.09897044841981988}]",51.365488699667566,-0.09897044841981988,,CR0 1DP,Greater London,53559c06498ee46285abfa27,7.0,Moderate,2.0,7.8
494,494,Aqua Bar & Grill,Mediterranean Restaurant,33-35 South End,GB,Croydon,United Kingdom,,2301,"['33-35 South End', 'Croydon', 'Greater London', 'CR0 1BE', 'United Kingdom']","[{'label': 'display', 'lat': 51.36672805229652, 'lng': -0.09894737644928685}]",51.36672805229652,-0.09894737644928683,,CR0 1BE,Greater London,4c7af47aa86837040564154d,4.0,Expensive,3.0,7.5
495,495,Galicia,Spanish Restaurant,269-275 High St,GB,Croydon,United Kingdom,,2473,"['269-275 High St', 'Croydon', 'Greater London', 'CR0 1QH', 'United Kingdom']","[{'label': 'display', 'lat': 51.36845757906705, 'lng': -0.09927934900298166}]",51.36845757906705,-0.09927934900298166,,CR0 1QH,Greater London,4bac018df964a5207fdd3ae3,8.0,Moderate,2.0,7.6
499,499,Anabella's Kitchen,Mediterranean Restaurant,299 High Street,GB,Croydon,United Kingdom,,2419,"['299 High Street', 'Croydon', 'Greater London', 'CR0 1QL', 'United Kingdom']","[{'label': 'display', 'lat': 51.3679313659668, 'lng': -0.09913444519042969}]",51.3679313659668,-0.09913444519042967,,CR0 1QL,Greater London,54f22fb7498ee77ce4396ab6,7.0,Moderate,2.0,7.3
500,500,Apatura,Mediterranean Restaurant,14 South End Rd. Croydon,GB,Surrey,United Kingdom,,2305,"['14 South End Rd. Croydon', 'Surrey', 'CR0 1DL', 'United Kingdom']","[{'label': 'display', 'lat': 51.36675953865051, 'lng': -0.098993}]",51.366759538650506,-0.098993,,CR0 1DL,Surrey,4ce837ca678aa0933d46e7ea,8.0,Moderate,2.0,7.1
502,502,Sangri,Indian Restaurant,265 High Street,GB,Croydon,United Kingdom,,2479,"['265 High Street', 'Croydon', 'Greater London', 'CR0 1QH', 'United Kingdom']","[{'label': 'display', 'lat': 51.36852191929014, 'lng': -0.0992887201008723}]",51.36852191929014,-0.0992887201008723,,CR0 1QH,Greater London,4bed96173372c9285add1114,6.0,Cheap,1.0,7.1
506,506,Coombe Lodge (Beefeater),Restaurant,104 Coombe Rd,GB,Croydon,United Kingdom,,1528,"['104 Coombe Rd', 'Croydon', 'Greater London', 'CR0 5RB', 'United Kingdom']","[{'label': 'display', 'lat': 51.36254688260847, 'lng': -0.07160027655361718}]",51.36254688260847,-0.07160027655361717,,CR0 5RB,Greater London,4c4d6d6614b7b713c5cb5878,11.0,Moderate,2.0,6.5
507,507,Spice'n'ice,Indian Restaurant,3-5 South Park Hill Rd,GB,Croydon,United Kingdom,South Park Hotel,1863,"['3-5 South Park Hill Rd (South Park Hotel)', 'Croydon', 'Greater London', 'CR2 7DY', 'United Kingdom']","[{'label': 'display', 'lat': 51.36527923218268, 'lng': -0.09021771906998817}]",51.36527923218269,-0.09021771906998816,,CR2 7DY,Greater London,4d6038a629ef236a1ea3a259,7.0,Moderate,2.0,6.6
512,512,Toby Carvery,English Restaurant,415 Brighton Rd,GB,Croydon,United Kingdom,,1421,"['415 Brighton Rd', 'Croydon', 'Greater London', 'CR2 6EJ', 'United Kingdom']","[{'label': 'display', 'lat': 51.349538661486285, 'lng': -0.10031479154647162}]",51.34953866148629,-0.10031479154647162,,CR2 6EJ,Greater London,4ba1d37bf964a52006ce37e3,4.0,,,6.0
513,513,Bagatti's,Italian Restaurant,South End,GB,Croydon,United Kingdom,Aberdeen road,2200,"['South End (Aberdeen road)', 'Croydon', 'Greater London', 'CR0 1DP', 'United Kingdom']","[{'label': 'display', 'lat': 51.365568599044444, 'lng': -0.09904001646915009}]",51.36556859904446,-0.09904001646915007,,CR0 1DP,Greater London,4bc9991768f976b0028b5d83,8.0,Moderate,2.0,6.2
518,518,KFC,Fast Food Restaurant,95a South End,GB,Croydon,United Kingdom,,2079,"['95a South End', 'Croydon', 'Greater London', 'CR0 1BG', 'United Kingdom']","[{'label': 'display', 'lat': 51.36424362659454, 'lng': -0.098906}]",51.36424362659454,-0.098906,,CR0 1BG,Greater London,4bc866250050b7130641ba3b,0.0,Cheap,1.0,5.8
527,527,The Chateau,French Restaurant,Coombe Lane,GB,Croydon,United Kingdom,,1610,"['Coombe Lane', 'Croydon', 'Greater London', 'CR0 5RE', 'United Kingdom']","[{'label': 'display', 'lat': 51.3621079755026, 'lng': -0.06763458251953125}]",51.3621079755026,-0.06763458251953125,,CR0 5RE,Greater London,4bd4749c4e32d13a581dbf80,1.0,Expensive,3.0,
529,529,Fish & Grill,Seafood Restaurant,48-50 South End,GB,Croydon,United Kingdom,,2217,"['48-50 South End', 'Croydon', 'Greater London', 'CR0 1DP', 'United Kingdom']","[{'label': 'display', 'lat': 51.36572927757591, 'lng': -0.09909442925433493}]",51.3657292775759,-0.09909442925433493,,CR0 1DP,Greater London,4bf437d5cad2c92831aa9b99,11.0,Cheap,1.0,5.6
530,530,Zizzi,Italian Restaurant,57-59 South End,GB,Croydon,United Kingdom,,2209,"['57-59 South End', 'Croydon', 'Greater London', 'CR0 1BF', 'United Kingdom']","[{'label': 'display', 'lat': 51.36570135242092, 'lng': -0.0989580104640575}]",51.36570135242092,-0.0989580104640575,,CR0 1BF,Greater London,4c30fe96452620a1a0f81f0f,7.0,Moderate,2.0,5.6
535,535,Khyber Restaurant,Indian Restaurant,284 - 288 High St,GB,Surrey,United Kingdom,,2484,"['284 - 288 High St', 'Surrey', 'CR0 1NG', 'United Kingdom']","[{'label': 'display', 'lat': 51.368607532973236, 'lng': -0.09920339939756682}]",51.36860753297324,-0.09920339939756682,,CR0 1NG,Surrey,4bee3b49ac3cef3bb1b3f4f9,1.0,Moderate,2.0,
536,536,Toby Carvery,English Restaurant,54 Commonside W,GB,Figge's Marsh,United Kingdom,,458,"['54 Commonside W', ""Figge's Marsh"", 'Greater London', 'CR4 4HB', 'United Kingdom']","[{'label': 'display', 'lat': 51.40043565637624, 'lng': -0.16098234158085606}]",51.40043565637624,-0.16098234158085606,,CR4 4HB,Greater London,4db570a193a017099deb4d34,6.0,,,7.6
545,545,Pizzeria Sette Bello,Italian Restaurant,Amen Corner,GB,London,United Kingdom,Mitcham Road,2097,"['Amen Corner (Mitcham Road)', 'London', 'Greater London', 'SW17 9JE', 'United Kingdom']","[{'label': 'display', 'lat': 51.422952376792686, 'lng': -0.1600940342727911}]",51.422952376792686,-0.1600940342727911,,SW17 9JE,Greater London,4cb5fc1a8db0a143d0956616,11.0,Cheap,1.0,8.2
546,546,Gourmet Kebab House,Fast Food Restaurant,30 Merton High St,GB,London,United Kingdom,,2147,"['30 Merton High St', 'Merton', 'Greater London', 'SW19 1DN', 'United Kingdom']","[{'label': 'display', 'lat': 51.41628171576929, 'lng': -0.182171084523026}]",51.416281715769294,-0.18217108452302602,,SW19 1DN,Greater London,4d34ccd6329e54815253c51d,3.0,Cheap,1.0,8.2
547,547,Rock Star Sushi,Sushi Restaurant,Merton Abbey Mills,GB,London,United Kingdom,,2013,"['Merton Abbey Mills', 'London', 'Greater London', 'United Kingdom']","[{'label': 'display', 'lat': 51.413101, 'lng': -0.183323}]",51.413101,-0.183323,,,Greater London,538b1aa3498e1b0d8c19568b,9.0,Moderate,2.0,8.0
548,548,Daddy Bao,Asian Restaurant,113 Mitcham Road,GB,London,United Kingdom,,2419,"['113 Mitcham Road', 'London', 'Greater London', 'SW17 9PE', 'United Kingdom']","[{'label': 'display', 'lat': 51.425509, 'lng': -0.164612}]",51.425509000000005,-0.16461199999999998,,SW17 9PE,Greater London,5a85de2b2db4a9513d6f9639,5.0,Moderate,2.0,8.6
550,550,Nando's,Portuguese Restaurant,Unit 12 Tandem Centre,GB,Colliers Wood,United Kingdom,,1743,"['Unit 12 Tandem Centre', 'Colliers Wood', 'Greater London', 'SW19 2TY', 'United Kingdom']","[{'label': 'display', 'lat': 51.41379065225573, 'lng': -0.17791737435550922}]",51.41379065225573,-0.17791737435550922,,SW19 2TY,Greater London,4b5c56d1f964a520952b29e3,7.0,Moderate,2.0,7.6
